Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min,Duration_hrs,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Stops,kfold
11200,1,6,7,30,19,0,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9663,15,5,20,0,9,20,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
18126,18,6,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6637,27,3,10,20,21,0,10,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
17327,24,5,16,30,20,45,28,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
19107,21,5,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
14243,9,6,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6838,6,6,9,15,21,0,11,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4423,12,4,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5118,9,3,6,50,12,15,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12284,18,3,11,40,8,15,20,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4668,9,5,9,45,12,35,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12863,6,4,21,5,23,55,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10486,27,5,9,45,22,30,12,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
19209,21,6,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1965,18,5,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5678,1,5,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4282,9,5,4,55,7,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7408,15,6,18,0,1,30,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10262,27,6,16,0,19,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1965,21,5,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7870,24,6,14,25,19,35,5,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
28056,9,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5830,3,6,8,45,13,15,4,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4823,12,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15129,12,6,10,0,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3943,27,5,21,15,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13587,27,6,11,30,21,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10441,1,6,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
20131,27,4,6,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7851,1,4,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6297,9,3,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4226,6,4,6,15,10,30,4,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6838,27,5,8,30,21,0,12,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4804,24,4,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18237,1,5,7,35,19,25,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6451,27,4,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
27083,9,6,13,30,23,0,9,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
16289,27,5,7,5,12,35,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
11446,27,5,10,0,19,15,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
25087,27,3,12,0,7,40,19,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
22032,24,6,7,0,19,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4482,24,3,23,25,2,10,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27030,24,3,8,25,20,40,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6316,15,6,16,0,1,30,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10321,9,3,10,30,11,20,24,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
25776,21,3,5,30,18,50,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
26890,1,3,11,40,18,25,6,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16372,1,5,9,25,13,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
4226,9,6,6,20,10,20,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
13611,6,3,4,45,13,20,8,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
25985,6,5,7,0,5,25,22,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
7870,9,6,15,10,23,30,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
21395,15,6,15,15,1,30,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
16079,27,5,13,0,19,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5613,24,3,16,0,18,35,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9555,9,6,7,10,18,50,11,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4823,15,4,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4145,15,6,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9134,15,3,8,55,16,10,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10262,1,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5894,12,6,4,55,21,0,16,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
26598,3,3,11,30,1,35,14,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4804,24,4,9,35,12,20,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10031,24,3,8,25,4,45,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
10262,9,6,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10368,15,6,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
10262,24,6,16,0,19,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
14231,24,3,18,55,12,0,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
9899,12,6,14,5,23,35,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4326,24,3,7,55,10,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2753,15,6,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6451,27,4,20,45,7,10,10,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6795,1,6,12,50,1,30,12,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8016,27,6,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6121,6,5,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13292,15,6,9,35,4,25,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
5975,9,5,17,55,22,50,4,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6587,9,6,5,15,6,50,25,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
15554,9,5,10,0,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6297,12,3,13,20,15,35,2,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6284,1,4,18,5,23,30,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8907,15,6,9,45,23,0,13,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
7229,1,4,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5198,12,5,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8479,6,5,11,35,18,50,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4990,21,4,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27722,12,6,9,25,13,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
8073,15,5,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6144,15,3,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13377,24,6,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
7229,9,6,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14871,6,3,18,35,1,35,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6121,1,5,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10671,15,5,20,30,8,15,11,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
14781,21,5,21,10,9,20,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6416,27,3,11,30,21,0,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12395,6,3,15,40,9,25,17,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
6282,21,5,11,55,0,55,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8361,18,5,17,40,8,15,14,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6121,9,5,21,5,23,55,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19685,1,3,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14714,3,6,14,0,4,25,14,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5678,18,5,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
13381,6,6,6,50,7,40,24,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
15488,9,5,20,30,23,0,26,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
25199,24,3,8,25,19,40,11,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
14067,21,5,14,0,21,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4483,21,4,11,10,13,55,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3898,15,6,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7229,6,5,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14733,18,3,11,40,19,10,7,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9899,12,6,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
12692,12,6,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
11333,12,6,6,50,22,30,15,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10262,1,6,15,0,4,25,13,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3807,3,4,22,50,1,20,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15887,1,4,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14050,9,3,5,55,7,40,25,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
3625,24,4,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17024,3,3,8,0,4,25,20,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
11262,24,3,7,10,10,50,27,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4995,3,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
16047,27,5,14,25,19,35,5,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9663,9,5,18,55,9,20,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16079,24,3,16,55,20,40,27,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5647,9,3,6,40,12,0,5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4319,6,4,9,30,12,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26890,1,3,22,50,0,45,25,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6752,24,6,16,45,6,35,13,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9627,21,5,9,15,19,0,9,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12681,1,4,18,55,18,15,23,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6943,27,5,11,30,21,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10262,24,6,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6752,15,5,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
18048,18,5,21,10,8,15,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6496,27,6,5,10,10,5,4,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
21025,9,5,18,55,4,40,9,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4823,9,4,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4545,9,3,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15129,9,5,19,10,19,0,23,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
14714,1,6,9,0,19,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
7229,3,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12284,18,3,5,45,12,25,6,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13292,15,6,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
9653,27,6,19,45,19,15,23,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
4823,1,4,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12121,15,5,9,35,22,5,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4995,6,6,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6144,9,3,21,20,0,15,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14151,24,5,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6144,3,3,21,20,0,15,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5054,27,6,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12242,27,3,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6513,15,5,7,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
7947,15,5,15,45,22,5,6,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10262,1,6,9,0,4,25,19,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
15782,1,6,6,0,21,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
22723,1,6,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8266,6,6,12,50,19,15,6,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12864,27,4,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4409,18,4,19,55,22,25,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13303,12,3,8,50,13,55,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
12819,27,6,19,10,12,35,17,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
17471,6,3,21,25,19,10,21,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13377,12,6,13,0,1,30,12,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6818,15,5,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12373,9,5,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
7064,1,4,16,30,20,45,28,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
21829,3,3,11,35,21,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1
31127,6,6,20,20,20,20,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
10262,27,6,19,15,12,35,17,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
11160,12,6,9,20,14,15,4,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4804,21,4,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8073,15,5,17,0,1,30,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5883,15,6,10,35,1,30,14,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3943,27,5,10,10,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12119,12,3,6,0,19,25,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1
5411,27,4,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
14781,12,5,8,25,18,15,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
14300,27,6,20,0,19,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
3873,9,5,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3597,9,6,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4174,9,6,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6300,9,3,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
12471,12,6,16,30,4,40,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3100,6,6,19,30,20,45,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8372,21,5,10,0,19,15,9,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
11098,1,6,4,55,19,0,14,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
17763,12,5,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29814,1,4,10,0,10,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
24730,9,6,18,35,1,30,6,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
25294,3,5,22,50,1,20,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12898,21,5,20,55,19,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6216,24,4,6,0,9,10,3,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
8759,6,6,7,55,22,25,14,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
11982,21,6,17,45,20,5,2,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
16074,18,3,5,45,8,35,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4668,12,6,21,0,23,50,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
16326,18,5,14,5,19,50,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
22220,15,3,7,10,8,35,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9134,15,3,8,55,18,25,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5281,15,6,7,0,12,55,5,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
6752,9,5,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10573,3,3,6,45,23,55,17,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
8295,1,4,7,10,22,55,15,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
7060,9,6,15,10,20,0,4,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12717,6,6,10,0,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
12557,21,3,17,30,4,25,10,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
14388,15,5,21,10,8,15,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
7229,9,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16079,27,5,21,50,19,0,21,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4804,15,6,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19325,6,3,8,0,18,50,10,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
13386,21,5,6,10,23,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10844,24,5,20,0,20,45,24,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
25593,1,4,18,55,12,0,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
